price,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality
14.665542641534845,11.1,0.18,0.48,1.5,7.0,15.0,3.22,0.64,10.1,1
12.810001119583626,8.3,0.705,0.12,2.6,12.0,28.0,3.51,0.72,10.0,0
11.902684059258833,7.4,0.67,0.12,1.6,5.0,21.0,3.39,0.54,9.5,0
10.252578378970528,8.4,0.65,0.6,2.1,12.0,90.0,3.2,0.52,9.2,0
13.282379153495096,10.3,0.53,0.48,2.5,6.0,25.0,3.12,0.59,9.3,1
13.090586504115903,7.6,0.62,0.32,2.2,7.0,54.0,3.36,0.52,9.4,0
14.63109193397273,10.3,0.41,0.42,2.4,6.0,14.0,3.19,0.62,9.5,1
13.737062871552418,10.3,0.43,0.44,2.4,5.0,12.0,3.19,0.63,9.5,1
13.06375821848779,7.4,0.29,0.38,1.7,9.0,30.0,3.41,0.53,9.5,1
13.473823810863726,10.3,0.53,0.48,2.5,6.0,25.0,3.12,0.59,9.3,1
12.481809729513676,7.9,0.53,0.24,2.0,15.0,105.0,3.27,0.54,9.4,1
12.669553554433609,9.0,0.46,0.31,2.8,19.0,98.0,3.32,0.63,9.5,1
11.64592658910792,8.6,0.47,0.3,3.0,30.0,135.0,3.3,0.53,9.4,0
12.459227719285016,7.4,0.36,0.29,2.6,26.0,72.0,3.39,0.68,11.0,0
14.770644185328553,7.1,0.35,0.29,2.5,20.0,53.0,3.42,0.65,11.0,1
12.666608192082816,9.6,0.56,0.23,3.4,37.0,92.0,3.3,0.65,10.1,0
13.502676220332669,9.6,0.77,0.12,2.9,30.0,74.0,3.3,0.64,10.4,1
17.489927716674366,9.8,0.66,0.39,3.2,21.0,59.0,3.37,0.71,11.5,1
13.697556978825574,9.6,0.77,0.12,2.9,30.0,74.0,3.3,0.64,10.4,1
15.966580979372985,9.8,0.66,0.39,3.2,21.0,59.0,3.37,0.71,11.5,1
12.083088003175346,9.3,0.61,0.26,3.4,25.0,87.0,3.24,0.62,9.7,0
13.081259318802744,7.8,0.62,0.05,2.3,6.0,18.0,3.29,0.63,9.3,0
13.923278920385144,10.3,0.59,0.42,2.8,35.0,73.0,3.28,0.7,9.5,1
14.642293865593695,10.0,0.49,0.2,11.0,13.0,50.0,3.16,0.69,9.2,1
12.233133739704671,10.0,0.49,0.2,11.0,13.0,50.0,3.16,0.69,9.2,1
17.24699352104322,11.6,0.53,0.66,3.65,6.0,14.0,3.05,0.74,11.5,1
14.182203164793608,10.3,0.44,0.5,4.5,5.0,13.0,3.28,0.83,11.5,0
12.038314955885443,13.4,0.27,0.62,2.6,6.0,21.0,3.16,0.67,9.7,1
12.034880749074638,10.7,0.46,0.39,2.0,7.0,15.0,3.18,0.62,9.5,0
15.06926201520344,10.2,0.36,0.64,2.9,10.0,41.0,3.23,0.66,12.5,1
16.203622274551982,10.2,0.36,0.64,2.9,10.0,41.0,3.23,0.66,12.5,1
16.446403932642387,8.0,0.58,0.28,3.2,21.0,114.0,3.22,0.54,9.4,1
13.874455337618047,8.4,0.56,0.08,2.1,16.0,44.0,3.13,0.52,11.0,0
16.218484382895948,7.9,0.65,0.01,2.5,17.0,38.0,3.34,0.74,11.7,1
15.660447003354582,11.9,0.695,0.53,3.4,7.0,21.0,3.17,0.84,12.2,1
15.214843389068024,8.9,0.43,0.45,1.9,6.0,16.0,3.35,0.7,12.5,1
16.218399483913604,7.8,0.43,0.32,2.8,29.0,58.0,3.31,0.64,10.3,0
14.334502991616347,12.4,0.49,0.58,3.0,28.0,99.0,3.16,1.0,11.5,1
16.09565976596166,12.5,0.28,0.54,2.3,12.0,29.0,3.11,1.36,9.8,1
15.398111512571775,12.2,0.34,0.5,2.4,10.0,21.0,3.12,1.18,9.2,1
14.214857226199284,10.6,0.42,0.48,2.7,5.0,18.0,3.21,0.87,11.3,1
12.657093596243556,10.9,0.39,0.47,1.8,6.0,14.0,3.3,0.75,9.8,1
13.716625770649284,10.9,0.39,0.47,1.8,6.0,14.0,3.3,0.75,9.8,1
12.622520830587316,11.9,0.57,0.5,2.6,6.0,32.0,3.12,0.78,10.7,1
12.168162434418305,7.0,0.685,0.0,1.9,40.0,63.0,3.6,0.81,9.9,0
16.743821798406614,6.6,0.815,0.02,2.7,17.0,34.0,3.58,0.89,12.3,1
13.938557000153574,13.8,0.49,0.67,3.0,6.0,15.0,3.02,0.93,12.0,1
11.25994953907261,9.6,0.56,0.31,2.8,15.0,46.0,3.11,0.92,10.0,1
14.881346256795066,9.1,0.785,0.0,2.6,11.0,28.0,3.36,0.86,9.4,1
11.157203929952672,10.7,0.67,0.22,2.7,17.0,34.0,3.28,0.98,9.9,1
13.850811607937985,9.1,0.795,0.0,2.6,11.0,26.0,3.35,0.83,9.4,1
13.349179135411491,7.7,0.665,0.0,2.4,8.0,19.0,3.27,0.73,9.3,0
13.291186739611733,13.5,0.53,0.79,4.8,23.0,77.0,3.18,0.77,13.0,0
13.478926196584881,6.1,0.21,0.4,1.4,40.5,165.0,3.25,0.59,11.9,1
15.762707129998455,6.7,0.75,0.01,2.4,17.0,32.0,3.55,0.61,12.8,1
12.021184773316353,11.5,0.41,0.52,3.0,29.0,55.0,3.26,0.88,11.0,0
18.436071212654078,10.5,0.42,0.66,2.95,12.0,29.0,3.24,0.75,11.7,1
16.38608665274218,11.9,0.43,0.66,3.1,10.0,23.0,3.15,0.85,10.4,1
13.216215293666012,12.6,0.38,0.66,2.6,10.0,41.0,3.17,0.68,9.8,1
10.668836290637396,8.2,0.7,0.23,2.0,14.0,81.0,3.19,0.7,9.4,0
12.962173948209715,8.6,0.45,0.31,2.6,21.0,50.0,3.37,0.91,9.9,1
11.21364432960885,11.9,0.58,0.66,2.5,6.0,37.0,3.05,0.56,10.0,0
12.399192726706314,12.5,0.46,0.63,2.0,6.0,15.0,2.99,0.87,10.2,0
15.176239364032151,12.8,0.615,0.66,5.8,7.0,42.0,3.07,0.73,10.0,1
13.260839677825189,10.0,0.42,0.5,3.4,7.0,21.0,3.26,0.93,11.8,1
15.984172631355154,12.8,0.615,0.66,5.8,7.0,42.0,3.07,0.73,10.0,1
10.93884742140734,10.4,0.575,0.61,2.6,11.0,24.0,3.16,0.69,9.0,0
12.237162564511113,10.3,0.34,0.52,2.8,15.0,75.0,3.18,0.64,9.4,0
16.539504278899926,9.4,0.27,0.53,2.4,6.0,18.0,3.2,1.13,12.0,1
12.402833333013403,6.9,0.765,0.02,2.3,35.0,63.0,3.57,0.78,9.9,0
12.630491973637726,7.9,0.24,0.4,1.6,11.0,25.0,3.32,0.87,8.7,1
14.843507887362964,9.1,0.28,0.48,1.8,26.0,46.0,3.32,1.04,10.6,1
13.561957137767687,7.4,0.55,0.22,2.2,12.0,72.0,3.05,0.63,9.2,0
15.678210028625946,14.0,0.41,0.63,3.8,6.0,47.0,3.01,0.81,10.8,1
16.965292724037553,11.5,0.54,0.71,4.4,6.0,15.0,3.01,0.83,11.8,1
13.523178965770272,11.5,0.45,0.5,3.0,19.0,47.0,3.26,1.11,11.0,1
15.257821084091244,9.4,0.27,0.53,2.4,6.0,18.0,3.2,1.13,12.0,1
13.694596983364072,11.4,0.625,0.66,6.2,6.0,24.0,3.11,0.99,13.3,1
13.270458631625687,8.3,0.42,0.38,2.5,24.0,60.0,3.31,0.7,10.8,1
13.337061293975381,8.3,0.26,0.42,2.0,11.0,27.0,3.21,0.8,9.4,1
16.52522257480912,13.7,0.415,0.68,2.9,17.0,43.0,3.06,0.8,10.0,1
13.941077648231973,8.3,0.26,0.42,2.0,11.0,27.0,3.21,0.8,9.4,1
12.8884151388437,8.3,0.26,0.42,2.0,11.0,27.0,3.21,0.8,9.4,1
12.244998434550164,7.7,0.51,0.28,2.1,23.0,54.0,3.42,0.74,9.2,0
15.178819138269644,7.4,0.63,0.07,2.4,11.0,37.0,3.43,0.76,9.7,1
15.048297586405425,7.8,0.54,0.26,2.0,23.0,48.0,3.41,0.74,9.2,1
14.465924660918331,8.3,0.66,0.15,1.9,17.0,42.0,3.31,0.54,9.6,1
12.716400164439387,7.8,0.46,0.26,1.9,23.0,53.0,3.43,0.74,9.2,1
15.651438389283355,9.6,0.38,0.31,2.5,16.0,49.0,3.19,0.7,10.0,1
17.87245898932375,5.6,0.85,0.05,1.4,12.0,88.0,3.56,0.82,12.9,1
13.330275478236821,13.7,0.415,0.68,2.9,17.0,43.0,3.06,0.8,10.0,1
11.865963575314762,9.5,0.37,0.52,2.0,6.0,26.0,3.18,0.51,9.5,0
11.974428171361552,8.4,0.665,0.61,2.0,13.0,95.0,3.16,0.54,9.1,0
13.335674941745358,12.7,0.6,0.65,2.3,6.0,25.0,3.03,0.57,9.9,0
17.60748310670315,12.0,0.37,0.76,4.2,7.0,38.0,3.22,0.6,13.0,1
11.33339351185922,6.6,0.735,0.02,7.9,68.0,124.0,3.47,0.53,9.9,0
15.328321879920216,11.5,0.59,0.59,2.6,13.0,49.0,3.18,0.65,11.0,1
14.568256631046145,11.5,0.59,0.59,2.6,13.0,49.0,3.18,0.65,11.0,1
10.88427412060316,8.7,0.765,0.22,2.3,9.0,42.0,3.1,0.55,9.4,0
13.77409588143776,6.6,0.735,0.02,7.9,68.0,124.0,3.47,0.53,9.9,0
14.081791345383413,7.7,0.26,0.3,1.7,20.0,38.0,3.29,0.47,10.8,1
15.673167222202652,12.2,0.48,0.54,2.6,19.0,64.0,3.1,0.61,10.5,1
13.970274352221349,11.4,0.6,0.49,2.7,10.0,41.0,3.15,0.63,10.5,1
12.699292795252175,7.7,0.69,0.05,2.7,15.0,27.0,3.26,0.61,9.1,0
12.901502084897759,8.7,0.31,0.46,1.4,11.0,25.0,3.36,0.76,10.1,1
15.237825134883465,9.8,0.44,0.47,2.5,9.0,28.0,3.24,0.65,10.8,1
16.955493698545162,12.0,0.39,0.66,3.0,12.0,30.0,3.18,0.63,10.8,1
14.237317483927939,10.4,0.34,0.58,3.7,6.0,16.0,3.19,0.7,11.3,1
11.600142522907966,12.5,0.46,0.49,4.5,26.0,49.0,3.05,0.57,9.6,0
13.112724846778171,9.0,0.43,0.34,2.5,26.0,86.0,3.38,0.62,9.5,1
13.675226234367265,9.1,0.45,0.35,2.4,23.0,78.0,3.38,0.62,9.5,0
11.494725963574377,7.1,0.735,0.16,1.9,15.0,77.0,3.27,0.64,9.3,0
17.16466069919643,9.9,0.4,0.53,6.7,6.0,19.0,3.27,0.82,11.7,1
9.5329320807959,8.8,0.52,0.34,2.7,24.0,122.0,3.26,0.61,9.5,0
12.76891196968376,8.6,0.725,0.24,6.6,31.0,134.0,3.32,1.07,9.3,0
15.516856639165221,10.6,0.48,0.64,2.2,6.0,20.0,3.26,0.66,11.7,1
11.838585954038011,7.0,0.58,0.12,1.9,34.0,124.0,3.44,0.48,10.5,0
13.465512438320296,11.9,0.38,0.51,2.0,7.0,20.0,3.24,0.76,10.4,1
11.123286552534328,6.8,0.77,0.0,1.8,34.0,52.0,3.62,0.68,9.9,0
17.05236418981984,9.5,0.56,0.33,2.4,35.0,67.0,3.28,0.73,11.8,1
16.98147162832032,6.6,0.84,0.03,2.3,32.0,48.0,3.52,0.56,12.3,1
12.777025637686586,7.7,0.96,0.2,2.0,15.0,60.0,3.36,0.44,10.9,0
13.931261032167068,10.5,0.24,0.47,2.1,6.0,24.0,3.15,0.9,11.0,1
10.685113966798127,7.7,0.96,0.2,2.0,15.0,60.0,3.36,0.44,10.9,0
16.011859373775174,6.6,0.84,0.03,2.3,32.0,48.0,3.52,0.56,12.3,1
15.060712526768858,6.4,0.67,0.08,2.1,19.0,48.0,3.49,0.49,11.4,1
15.713011929811078,9.5,0.78,0.22,1.9,6.0,32.0,3.26,0.56,10.6,1
13.469018691266859,9.1,0.52,0.33,1.3,9.0,30.0,3.24,0.6,9.3,0
12.595014706826241,12.8,0.84,0.63,2.4,13.0,35.0,3.1,0.6,10.4,1
15.855158888195806,10.5,0.24,0.47,2.1,6.0,24.0,3.15,0.9,11.0,1
12.899702175759835,7.8,0.55,0.35,2.2,21.0,66.0,3.25,0.56,9.2,0
15.280317629629131,11.9,0.37,0.69,2.3,12.0,24.0,3.0,0.65,12.8,1
12.678363673603377,12.3,0.39,0.63,2.3,6.0,18.0,3.16,0.49,9.5,0
15.080373182181866,10.4,0.41,0.55,3.2,22.0,54.0,3.15,0.89,9.9,1
10.715255684162258,12.3,0.39,0.63,2.3,6.0,18.0,3.16,0.49,9.5,0
13.288070165550456,8.0,0.67,0.3,2.0,38.0,62.0,3.26,0.56,10.2,1
13.885454317665243,11.1,0.45,0.73,3.2,6.0,22.0,3.17,0.66,11.2,1
13.646914074879707,10.4,0.41,0.55,3.2,22.0,54.0,3.15,0.89,9.9,1
12.492891008163724,7.0,0.62,0.18,1.5,7.0,50.0,3.08,0.6,9.3,0
17.79527484384014,12.6,0.31,0.72,2.2,6.0,29.0,2.88,0.82,9.8,1
14.774571515518591,11.9,0.4,0.65,2.15,7.0,27.0,3.06,0.68,11.3,1
15.191046197314394,15.6,0.685,0.76,3.7,6.0,43.0,2.95,0.68,11.2,1
17.84474039809347,10.0,0.44,0.49,2.7,11.0,19.0,3.23,0.63,11.6,1
16.930257290588166,5.3,0.57,0.01,1.7,5.0,27.0,3.57,0.84,12.5,1
13.5777313198042,9.5,0.735,0.1,2.1,6.0,31.0,3.23,0.56,10.1,1
13.514788706487082,12.5,0.38,0.6,2.6,31.0,72.0,3.1,0.73,10.5,0
14.110688991245981,9.3,0.48,0.29,2.1,6.0,16.0,3.22,0.72,11.2,0
12.476932256595646,8.6,0.53,0.22,2.0,7.0,27.0,3.2,0.56,10.2,1
15.117768201308836,11.9,0.39,0.69,2.8,17.0,35.0,3.1,0.61,10.8,1
14.803607709455678,11.9,0.39,0.69,2.8,17.0,35.0,3.1,0.61,10.8,1
13.434220895797635,8.4,0.37,0.53,1.8,9.0,26.0,3.06,1.06,9.1,1
13.809279589817915,6.8,0.56,0.03,1.7,18.0,35.0,3.44,0.63,10.0,1
18.16558478306205,10.4,0.33,0.63,2.8,5.0,22.0,3.26,0.74,11.2,1
12.430738827713942,7.0,0.23,0.4,1.6,21.0,67.0,3.5,0.63,11.1,0
18.985386214692472,11.3,0.62,0.67,5.2,6.0,19.0,3.22,0.69,13.4,1
12.112318996960257,8.9,0.59,0.39,2.3,5.0,22.0,3.37,0.58,10.3,0
13.757085387748615,9.2,0.63,0.21,2.7,29.0,65.0,3.28,0.58,9.6,0
16.628745271425966,10.4,0.33,0.63,2.8,5.0,22.0,3.26,0.74,11.2,1
9.894683705421398,11.6,0.58,0.66,2.2,10.0,47.0,3.25,0.57,9.0,0
15.376082360930484,9.2,0.43,0.52,2.3,14.0,23.0,3.35,0.61,11.3,1
11.263429693778749,8.3,0.615,0.22,2.6,6.0,19.0,3.26,0.61,9.3,0
11.863413591427719,11.0,0.26,0.68,2.55,10.0,25.0,3.18,0.61,11.8,0
13.027855438266046,8.1,0.66,0.7,2.2,25.0,129.0,3.08,0.53,9.0,0
12.890080157265814,11.5,0.315,0.54,2.1,5.0,15.0,2.98,0.7,9.2,1
11.169747056435172,10.0,0.29,0.4,2.9,10.0,26.0,3.48,0.91,9.7,0
14.16922980061084,10.3,0.5,0.42,2.0,21.0,51.0,3.16,0.72,11.5,1
16.455758774895042,8.8,0.46,0.45,2.6,7.0,18.0,3.32,0.79,14.0,1
14.482810520124163,11.4,0.36,0.69,2.1,6.0,21.0,3.17,0.62,9.2,1
12.446980385812823,8.7,0.82,0.02,1.2,36.0,48.0,3.2,0.58,9.8,0
13.619964578534365,13.0,0.32,0.65,2.6,15.0,47.0,3.05,0.61,10.6,0
13.448408922967895,9.6,0.54,0.42,2.4,25.0,52.0,3.2,0.71,11.4,1
14.316267192999675,12.5,0.37,0.55,2.6,25.0,68.0,3.15,0.82,10.4,1
12.744442637489849,9.9,0.35,0.55,2.1,5.0,14.0,3.26,0.79,10.6,0
15.711177597089875,10.5,0.28,0.51,1.7,10.0,24.0,3.2,0.89,9.4,1
12.708252706500527,9.6,0.68,0.24,2.2,5.0,28.0,3.14,0.6,10.2,0
11.177333065834107,9.3,0.27,0.41,2.0,6.0,16.0,3.28,0.7,9.7,0
13.986720754250353,10.4,0.24,0.49,1.8,6.0,20.0,3.18,1.06,11.0,1
13.375708382394071,9.6,0.68,0.24,2.2,5.0,28.0,3.14,0.6,10.2,0
12.896548455670784,9.4,0.685,0.11,2.7,6.0,31.0,3.19,0.7,10.1,1
11.457031261313874,10.6,0.28,0.39,15.5,6.0,23.0,3.12,0.66,9.2,0
16.454208983962427,9.4,0.3,0.56,2.8,6.0,17.0,3.15,0.92,11.7,1
10.96009934855562,10.6,0.36,0.59,2.2,6.0,18.0,3.04,1.05,9.4,0
10.42943539789865,10.6,0.36,0.6,2.2,7.0,18.0,3.04,1.06,9.4,0
14.734747736576473,10.6,0.44,0.68,4.1,6.0,24.0,3.06,0.66,13.4,1
11.793310079015946,10.2,0.67,0.39,1.9,6.0,17.0,3.17,0.47,10.0,0
13.308005276979332,10.2,0.67,0.39,1.9,6.0,17.0,3.17,0.47,10.0,0
14.844377586582098,10.2,0.645,0.36,1.8,5.0,14.0,3.17,0.42,10.0,1
17.606667715753385,11.6,0.32,0.55,2.8,35.0,67.0,3.32,0.92,10.8,1
14.068148359493225,9.3,0.39,0.4,2.6,10.0,26.0,3.34,0.75,10.2,1
14.706960175826767,9.3,0.775,0.27,2.8,24.0,56.0,3.31,0.67,10.6,1
17.732462267834553,9.2,0.41,0.5,2.5,12.0,25.0,3.34,0.79,13.3,1
18.529443904357787,8.9,0.4,0.51,2.6,13.0,27.0,3.32,0.9,13.4,1
14.785404665200375,8.7,0.69,0.31,3.0,23.0,81.0,3.48,0.74,11.6,1
15.198663700794649,6.5,0.39,0.23,8.3,28.0,91.0,3.44,0.55,12.1,1
18.90578642557561,10.7,0.35,0.53,2.6,5.0,16.0,3.15,0.65,11.0,1
12.842459086726384,7.8,0.52,0.25,1.9,14.0,38.0,3.43,0.65,9.0,1
12.276194375978909,7.2,0.34,0.32,2.5,43.0,113.0,3.32,0.79,11.1,0
17.607965574362733,10.7,0.35,0.53,2.6,5.0,16.0,3.15,0.65,11.0,1
16.014755854459175,8.7,0.69,0.31,3.0,23.0,81.0,3.48,0.74,11.6,1
13.520694339498716,7.8,0.52,0.25,1.9,14.0,38.0,3.43,0.65,9.0,1
15.712777254634604,10.4,0.44,0.73,6.55,38.0,76.0,3.17,0.85,12.0,1
17.278531518870125,10.4,0.44,0.73,6.55,38.0,76.0,3.17,0.85,12.0,1
15.89495020933917,10.5,0.26,0.47,1.9,6.0,24.0,3.18,1.04,10.9,1
16.43360154857122,10.5,0.24,0.42,1.8,6.0,22.0,3.21,1.05,10.8,1
17.761665024246945,10.2,0.49,0.63,2.9,10.0,26.0,3.16,0.78,12.5,1
15.241494307319908,10.4,0.24,0.46,1.8,6.0,21.0,3.25,1.02,10.8,1
13.40726536079162,11.2,0.67,0.55,2.3,6.0,13.0,3.17,0.71,9.5,1
14.648859031216046,10.0,0.59,0.31,2.2,26.0,62.0,3.18,0.63,10.2,1
15.119449312327307,13.3,0.29,0.75,2.8,23.0,43.0,3.04,0.68,11.4,1
12.849213373800938,12.4,0.42,0.49,4.6,19.0,43.0,3.02,0.61,9.5,0
14.694690847289085,10.0,0.59,0.31,2.2,26.0,62.0,3.18,0.63,10.2,1
14.305560979763172,10.7,0.4,0.48,2.1,15.0,49.0,3.03,0.81,9.7,1
16.272630501760315,10.5,0.51,0.64,2.4,6.0,15.0,3.09,0.66,11.8,1
14.596425468625453,10.5,0.51,0.64,2.4,6.0,15.0,3.09,0.66,11.8,1
12.307572938012688,8.5,0.655,0.49,6.1,34.0,151.0,3.31,1.14,9.3,0
16.79476603585875,12.5,0.6,0.49,4.3,5.0,14.0,3.25,0.74,11.9,1
8.380086030600642,10.4,0.61,0.49,2.1,5.0,16.0,3.16,0.63,8.4,0
15.232562222501592,10.9,0.21,0.49,2.8,11.0,32.0,3.22,0.68,11.7,1
13.439628690519127,7.3,0.365,0.49,2.5,39.0,106.0,3.36,0.78,11.0,0
13.104968411410407,9.8,0.25,0.49,2.7,15.0,33.0,3.42,0.9,10.0,1
12.211678251257933,7.6,0.41,0.49,2.0,16.0,43.0,3.48,0.64,9.1,0
14.204309321594884,8.2,0.39,0.49,2.3,47.0,133.0,3.38,0.99,9.8,0
12.822605732055935,9.3,0.4,0.49,2.5,38.0,142.0,3.22,0.55,9.4,0
12.022151722470493,9.2,0.43,0.49,2.4,23.0,116.0,3.23,0.64,9.5,0
11.97419788614912,10.4,0.64,0.24,2.8,29.0,53.0,3.24,0.67,9.9,0
11.840851534528511,7.3,0.365,0.49,2.5,39.0,106.0,3.36,0.78,11.0,0
15.285532449638374,7.0,0.38,0.49,2.5,33.0,85.0,3.39,0.77,11.4,1
15.499182320568238,8.2,0.42,0.49,2.6,32.0,55.0,3.34,0.75,8.7,1
12.760557993405476,9.9,0.63,0.24,2.4,6.0,33.0,3.09,0.57,9.4,0
14.009050312719829,9.1,0.22,0.24,2.1,1.0,28.0,3.41,0.87,10.3,1
13.077127302393286,11.9,0.38,0.49,2.7,12.0,42.0,3.16,0.61,10.3,0
10.409747272465902,11.9,0.38,0.49,2.7,12.0,42.0,3.16,0.61,10.3,0
15.704324144126813,10.3,0.27,0.24,2.1,15.0,33.0,3.22,0.66,12.8,1
14.714893807857022,10.0,0.48,0.24,2.7,13.0,32.0,3.28,0.56,10.0,1
13.06772263680526,9.1,0.22,0.24,2.1,1.0,28.0,3.41,0.87,10.3,1
11.248455754616751,9.9,0.63,0.24,2.4,6.0,33.0,3.09,0.57,9.4,0
16.13057017850552,8.1,0.825,0.24,2.1,5.0,13.0,3.37,0.77,10.7,1
15.993617387289202,12.9,0.35,0.49,5.8,5.0,35.0,3.2,0.66,12.0,1
15.874271245053173,11.2,0.5,0.74,5.15,5.0,17.0,3.22,0.62,11.2,0
12.819244748981015,9.2,0.59,0.24,3.3,20.0,47.0,3.26,0.67,9.6,0
13.491788056130714,9.5,0.46,0.49,6.3,5.0,17.0,3.21,0.73,11.0,1
13.540027984038934,9.3,0.715,0.24,2.1,5.0,20.0,3.12,0.59,9.9,0
13.589481107709215,11.2,0.66,0.24,2.5,16.0,53.0,3.06,0.72,11.0,1
13.167908250899293,14.3,0.31,0.74,1.8,6.0,15.0,2.86,0.79,8.4,1
11.440367022135653,9.1,0.47,0.49,2.6,38.0,106.0,3.08,0.59,9.1,0
11.232385939197693,7.5,0.55,0.24,2.0,10.0,28.0,3.45,0.78,9.5,1
14.278513761128574,10.6,0.31,0.49,2.5,6.0,21.0,3.26,0.86,10.7,1
14.545725195190634,12.4,0.35,0.49,2.6,27.0,69.0,3.12,0.75,10.4,1
13.876418047922854,9.0,0.53,0.49,1.9,6.0,25.0,3.27,0.61,9.4,1
15.374593999199545,6.8,0.51,0.01,2.1,9.0,25.0,3.33,0.56,9.5,1
14.627186572419154,9.4,0.43,0.24,2.8,14.0,45.0,3.19,0.73,10.0,1
14.42351002705171,9.5,0.46,0.24,2.7,14.0,44.0,3.12,0.74,10.0,1
15.227713332950675,5.0,1.04,0.24,1.6,32.0,96.0,3.74,0.62,11.5,0
11.81687742845092,15.5,0.645,0.49,4.2,10.0,23.0,2.92,0.74,11.1,0
13.58406011014383,15.5,0.645,0.49,4.2,10.0,23.0,2.92,0.74,11.1,0
13.827204605223374,10.9,0.53,0.49,4.6,10.0,17.0,3.07,0.56,11.7,1
13.602055568704248,15.6,0.645,0.49,4.2,10.0,23.0,2.92,0.74,11.1,0
14.94977114547156,10.9,0.53,0.49,4.6,10.0,17.0,3.07,0.56,11.7,1
14.125029884659842,13.0,0.47,0.49,4.3,6.0,47.0,3.3,0.68,12.7,1
14.264515751031086,12.7,0.6,0.49,2.8,5.0,19.0,3.14,0.57,11.4,0
11.108031804292299,9.0,0.44,0.49,2.4,26.0,121.0,3.23,0.58,9.2,0
11.76895422446116,9.0,0.54,0.49,2.9,41.0,110.0,3.08,0.61,9.2,0
12.943300586664098,7.6,0.29,0.49,2.7,25.0,60.0,3.31,0.61,10.1,1
14.410714373004145,13.0,0.47,0.49,4.3,6.0,47.0,3.3,0.68,12.7,1
14.536333088153672,12.7,0.6,0.49,2.8,5.0,19.0,3.14,0.57,11.4,0
13.189878399285936,8.7,0.7,0.24,2.5,5.0,15.0,3.32,0.6,9.0,1
13.169205428511898,8.7,0.7,0.24,2.5,5.0,15.0,3.32,0.6,9.0,1
14.327696134687846,9.8,0.5,0.49,2.6,5.0,20.0,3.31,0.79,10.7,1
13.951071627862484,6.2,0.36,0.24,2.2,19.0,42.0,3.57,0.57,11.7,1
13.489902359289909,11.5,0.35,0.49,3.3,10.0,37.0,3.32,0.91,11.0,1
15.149195738296607,6.2,0.36,0.24,2.2,19.0,42.0,3.57,0.57,11.7,1
12.0269563471441,10.2,0.24,0.49,2.4,10.0,28.0,3.14,0.61,10.4,0
11.0764513905322,10.5,0.59,0.49,2.1,14.0,47.0,3.3,0.56,9.6,0
15.08635062974944,10.6,0.34,0.49,3.2,20.0,78.0,3.19,0.7,10.0,1
13.794795679823492,12.3,0.27,0.49,3.1,28.0,46.0,3.2,0.8,10.2,1
12.456961391863393,9.9,0.5,0.24,2.3,6.0,14.0,3.34,0.52,10.0,0
10.824855829930927,8.8,0.44,0.49,2.8,18.0,111.0,3.3,0.6,9.5,0
12.817892386596107,8.8,0.47,0.49,2.9,17.0,110.0,3.29,0.6,9.8,0
12.614677371165866,10.6,0.31,0.49,2.2,18.0,40.0,3.14,0.51,9.8,1
14.586218038893227,12.3,0.5,0.49,2.2,5.0,14.0,3.19,0.44,9.6,0
11.72789860560798,12.3,0.5,0.49,2.2,5.0,14.0,3.19,0.44,9.6,0
14.479900153396368,11.7,0.49,0.49,2.2,5.0,15.0,3.19,0.43,9.2,0
16.069768846210938,12.0,0.28,0.49,1.9,10.0,21.0,2.98,0.66,9.9,1
16.02907377061826,11.8,0.33,0.49,3.4,54.0,80.0,3.3,0.76,10.7,1
14.206683331915483,7.6,0.51,0.24,2.4,8.0,38.0,3.47,0.66,9.6,1
15.629722017108636,11.1,0.31,0.49,2.7,16.0,47.0,3.12,1.02,10.6,1
13.166282496277274,7.3,0.73,0.24,1.9,18.0,102.0,3.26,0.59,9.3,0
19.559565785375298,5.0,0.42,0.24,2.0,19.0,50.0,3.72,0.74,14.0,1
15.343045663802636,10.2,0.29,0.49,2.6,5.0,13.0,3.05,0.74,10.5,1
13.711402007166727,9.0,0.45,0.49,2.6,21.0,75.0,3.35,0.57,9.7,0
12.952931723417525,6.6,0.39,0.49,1.7,23.0,149.0,3.12,0.5,11.5,1
11.892598924708176,9.0,0.45,0.49,2.6,21.0,75.0,3.35,0.57,9.7,0
11.960247788401869,9.9,0.49,0.58,3.5,9.0,43.0,3.29,0.58,9.0,0
13.087157907631877,7.9,0.72,0.17,2.6,20.0,38.0,3.4,0.53,9.5,0
12.129652453840166,8.9,0.595,0.41,7.9,30.0,109.0,3.27,0.57,9.3,0
13.639672776620907,12.4,0.4,0.51,2.0,6.0,24.0,3.04,0.6,9.3,1
16.272610618936643,11.9,0.58,0.58,1.9,5.0,18.0,3.09,0.63,10.0,1
11.980511769428539,8.5,0.585,0.18,2.1,5.0,30.0,3.2,0.48,9.8,1
14.102345538966775,12.7,0.59,0.45,2.3,11.0,22.0,3.0,0.7,9.3,1
10.581765441996213,8.2,0.915,0.27,2.1,7.0,23.0,3.26,0.47,10.0,0
13.971259792318484,13.2,0.46,0.52,2.2,12.0,35.0,3.1,0.56,9.0,1
12.430245056224475,7.7,0.835,0.0,2.6,6.0,14.0,3.3,0.52,9.3,0
